"Night Train","🗣️ Name","Itinerary","More details","🚂 Route","🌍 Countries","🏢 Operator","🎫 Tickets"
"TCDD 22012 + 52011","Vangölü Ekspresi","Ankara – Tatvan","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=243"">View details</a>","22012: Ankara - Kırıkkale - Kayseri - Sivas - Malatya - Elazığ - Mûş - Tatvan<br><br>52011: Tatvan - Mûş - Elazığ - Malatya - Sivas - Kayseri - Kırıkkale - Ankara","TR","TCDD","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.tcddtasimacilik.gov.tr/"">Book tickets</a>"
"TCDD 22014 + 52013","Güney Ekspresi","Ankara – Kurtalan","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=245"">View details</a>","22014: Ankara - Kırıkkale - Kayseri - Sivas - Diyarbakır - Batman - Kurtalan<br><br>52013: Kurtalan - Batman - Diyarbakır - Sivas - Kayseri - Kırıkkale - Ankara","TR","TCDD","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.tcddtasimacilik.gov.tr/"">Book tickets</a>"
"TCDD 22018 + 52019","4 Eylül Mavi","Ankara – Malatya","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=246"">View details</a>","22018: Ankara - Kırıkkale - Sivas - Malatya<br><br>52019: Malatya - Sivas - Kayseri - Kırıkkale - Ankara","TR","TCDD","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.tcddtasimacilik.gov.tr/"">Book tickets</a>"
"TCDD 32007 + 72008","Konya Mavi","İzmir – Konya","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=248"">View details</a>","32007: İzmir Basmane - İzmir Çiğli - Manisa - Afyon A Çetinkaya - Konya<br><br>72008: Konya - Afyon A Çetinkaya - Manisa - İzmir Çiğli - İzmir Basmane","TR","TCDD","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.tcddtasimacilik.gov.tr/"">Book tickets</a>"
"TCDD/BDŽ 12503/492 + 493/12504","Balkan Express","İstanbul – Sofia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=27"">View details</a>","12503/492: İstanbul Halkalı - Edirne - Kapıkule - Svilengrad - Dimitrovgrad - Plovdiv - Sofia<br><br>493/12504: Sofia - Plovdiv - Dimitrovgrad - Svilengrad - Kapıkule - Edirne - İstanbul Halkalı","BG, TR","TCDD, BDŽ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.bdz.bg/en/a/sofia-istanbul-sofia"">Book tickets</a>"
"TCDD/BDŽ/CFR 12503/460 + 461/12504","Bosphor Express","İstanbul – București","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=28"">View details</a>","12503/460: İstanbul Halkalı - Edirne - Kapıkule - Svilengrad - Dimitrovgrad - Stara Zagora - Veliko Tarnovo - Gorna Oryahovitsa - Ruse - Giurgiu Nord - București Nord<br><br>461/12504: București Nord - Giurgiu Nord - Ruse - Gorna Oryahovitsa - Veliko Tarnovo - Stara Zagora - Dimitrovgrad - Svilengrad - Kapıkule - Edirne - İstanbul Halkalı","RO, BG, TR","TCDD, BDŽ, CFR","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://bileteinternationale.cfrcalatori.ro/en/booking/search"">Book tickets</a>"
"UEX 320/324 + 321/325",,"Villach – Hamburg","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=252"">View details</a>","320/324: Villach Hbf - Salzburg Hbf - München Ost - Göttingen - Hannover Hbf - Hamburg Hbf - Hamburg Altona<br><br>321/325: Hamburg Altona - Hamburg Hbf - Hannover Hbf - Göttingen - Fulda - München Ost - Salzburg Hbf - Villach Hbf","DE","UEX","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://buchung.urlaubs-express.de/"">Book tickets</a>"
"UEX 302/322 + 303/323",,"Innsbruck – Hamburg","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=253"">View details</a>","302/322: Innsbruck Hbf - Jenbach - Kufstein - München Ost - Augsburg Hbf - Hannover Hbf - Hamburg Hbf - Hamburg Altona<br><br>303/323: Hamburg Altona - Hamburg Hbf - Hannover Hbf - Göttingen - Augsburg Hbf - München Ost - Kufstein - Jenbach - Innsbruck Hbf","DE","UEX","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://buchung.urlaubs-express.de/"">Book tickets</a>"
"UEX 1856 + 1857",,"München – Hamburg","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=254"">View details</a>","1856: München Ost - Augsburg Hbf - Hannover Hbf - Lüneburg - Hamburg Hbf - Hamburg Altona<br><br>1857: Hamburg Altona - Hamburg Hbf - Hannover Hbf - Augsburg Hbf - München Ost","DE","UEX","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://buchung.urlaubs-express.de/"">Book tickets</a>"
"UEX 1858 + 1859",,"Lörrach – Hamburg","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=255"">View details</a>","1858: Lörrach Hbf - Freiburg (Breisgau) Hbf - Karlsruhe Hbf - Hannover Hbf - Lüneburg - Hamburg Hbf - Hamburg Altona<br><br>1859: Hamburg Altona - Hamburg Hbf - Hannover Hbf - Karlsruhe Hbf - Freiburg (Breisgau) Hbf - Lörrach Hbf","DE","UEX","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://buchung.urlaubs-express.de/"">Book tickets</a>"
"UEX 332/1372 + 333/1373",,"Innsbruck – Düsseldorf","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=256"">View details</a>","332/1372: Innsbruck Hbf - Jenbach - München Ost - Augsburg Hbf - Gießen - Siegen - Siegburg (Bonn) - Köln Messe/Deutz - Düsseldorf Hbf<br><br>333/1373: Düsseldorf Hbf - Köln Messe/Deutz - Siegburg/Bonn - Siegen - Aschaffenburg Hbf - Augsburg Hbf - München Ost - Jenbach - Innsbruck Hbf","DE","UEX","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://buchung.urlaubs-express.de/"">Book tickets</a>"
"UEX 334/1374 + 335/1375",,"Villach – Düsseldorf","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=257"">View details</a>","334/1374: Villach Hbf - Salzburg Hbf - München Ost - Aschaffenburg Hbf - Gießen - Siegen Hbf - Siegburg/Bonn - Köln Messe/Deutz - Düsseldorf Hbf<br><br>335/1375: Düsseldorf Hbf - Köln Messe/Deutz - Siegen Hbf - Aschaffenburg Hbf - München Ost - Salzburg Hbf - Villach Hbf","DE","UEX","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://buchung.urlaubs-express.de/"">Book tickets</a>"
"UZ 001 D + 001 L",,"Kharkiv – Ivano-Frankivsk","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=164"">View details</a>","001 D: Kharkiv - Poltava - Myrhorod - Kyiv Pasazhyrskyi - Lviv - Ivano-Frankivsk<br><br>001 L: Ivano-Frankivsk - Lviv - Kyiv Pasazhyrskyi - Myrhorod - Poltava - Kharkiv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 003 + 004",,"Uzhhorod – Zaporizhzhia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=220"">View details</a>","003: Uzhhorod - Mukacheve - Stryj - Lviv - Dnipro Holovny - Zaporizhzhia 1<br><br>004: Zaporizhzhia 1 - Dnipro Holovny - Lviv - Stryj - Mukacheve - Uzhhorod","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 006 L + 006 P",,"Yasinia – Zaporizhzhia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=221"">View details</a>","006 L: Yasinia - Vorokhta - Ivano-Frankivsk - Lviv - Dnipro Holovny - Zaporizhzhia 1<br><br>006 P: Zaporizhzhia 1 - Dnipro Holovny - Lviv - Ivano-Frankivsk - Vorokhta - Yasinia","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 007 K + 008 L",,"Kyiv – Chernivtsi","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=168"">View details</a>","007 K: Kyiv Pasazhyrskyi - Lviv - Ivano-Frankivsk - Chernivtsi<br><br>008 L: Chernivtsi - Ivano-Frankivsk - Lviv - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 007 O/059 O + 008 Š/060 Š",,"Kharkiv – Odesa","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=154"">View details</a>","007 O/059 O: Kharkiv - Poltava - Kremenchuk - Odesa Holovna<br><br>008 Š/060 Š: Odesa Holovna - Kremenchuk - Poltava - Kharkiv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 009 / 010",,"Kyiv – Budapest","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=183"">View details</a>","009: Kyiv Pasazhyrskyi - Lviv - Mukacheve - Chop - Nyíregyháza - Szolnok - Budapest Keleti<br><br>010: Budapest Keleti - Szolnok - Debrecen - Chop - Mukacheve - Lviv - Kyiv Pasazhyrskyi","HU, UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 012 L + 012 Š",,"Lviv – Odesa","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=191"">View details</a>","012 L: Lviv - Ternopil - Khmelnytskyi - Odesa Holovna<br><br>012 Š: Odesa Holovna - Zhmerynka - Ternopil - Lviv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 013 K + 013 L",,"Kyiv – Solotvyno","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=203"">View details</a>","013 K: Kyiv Pasazhyrskyi - Fastiv - Vinnytsia - Khmelnytskyi - Ternopil - Lviv - Stryj - Mukacheve - Solotvyno<br><br>013 L: Solotvyno - Stryj - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Fastiv - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 015 + 016",,"Kharkiv – Yasinia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=150"">View details</a>","015: Kharkiv - Poltava - Myrhorod - Lubny - Kyiv Pasazhyrskyi - Lviv - Ivano-Frankivsk - Vorokhta - Yasinia<br><br>016: Yasinia - Vorokhta - Ivano-Frankivsk - Lviv - Kyiv Pasazhyrskyi - Lubny - Myrhorod - Poltava - Kharkiv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 017 O/045 D + 017 L/045 L",,"Kharkiv – Uzhhorod","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=162"">View details</a>","017 O/045 D: Kharkiv - Poltava - Myrhorod - Lubny - Kyiv Pasazhyrskyi - Stryj - Mukacheve - Uzhhorod<br><br>017 L/045 L: Uzhhorod - Mukacheve - Stryj - Lviv - Kyiv Pasazhyrskyi - Lubny - Myrhorod - Poltava - Kharkiv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 019 + 020",,"Kyiv – Chelm","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=153"">View details</a>","019: Kyiv Pasazhyrskyi - Kovel - Chelm<br><br>020: Chelm - Kovel - Kyiv Pasazhyrskyi","UA, PL","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 021 + 022",,"Kharkiv – Lviv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=156"">View details</a>","021: Kharkiv - Poltava - Myrhorod - Lubny - Kyiv Pasazhyrskyi - Vinnytsia - Khmelnytskyi - Ternopil - Lviv<br><br>022: Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Kyiv Pasazhyrskyi - Lubny - Myrhorod - Poltava - Kharkiv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 023 + 024",,"Kyiv – Chelm","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=152"">View details</a>","023: Kyiv Pasazhyrskyi - Rivne - Kovel - Chelm<br><br>024: Chelm - Kovel - Rivne - Kyiv Pasazhyrskyi","UA, PL","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 029 K + 029 L",,"Kyiv – Uzhhorod","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=186"">View details</a>","029 K: Kyiv Pasazhyrskyi - Lviv - Mukacheve - Uzhhorod<br><br>029 L: Uzhhorod - Mukacheve - Lviv - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 032 D + 032 P",,"Przemyśl – Zaporizhzhia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=155"">View details</a>","032 D: Przemyśl Gł. - Lviv - Oleksandriia - Dnipro Holovny - Zaporizhzhia 1<br><br>032 P: Zaporizhzhia 1 - Dnipro Holovny - Oleksandriia - Lviv - Przemyśl Gł.","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 036 Š + 036 L",,"Odesa – Przemyśl","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=147"">View details</a>","036 Š: Odesa Holovna - Zhmerynka - Khmelnytskyi - Ternopil - Lviv - Przemyśl Gł.<br><br>036 L: Przemyśl Gł. - Lviv - Ternopil - Khmelnytskyi - Zhmerynka - Odesa Holovna","PL, UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 037 + 038 O/Š",,"Uzhhorod – Odesa","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=218"">View details</a>","037: Uzhhorod - Mukacheve - Stryj - Lviv - Ternopil - Khmelnytskyi - Zhmerynka - Odesa Holovna<br><br>038 O/Š: Odesa Holovna - Zhmerynka - Khmelnytskyi - Ternopil - Lviv - Stryj - Mukacheve - Uzhhorod","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 038 K + 038 P",,"Kyiv – Zaporizhzhia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=189"">View details</a>","038 K: Kyiv Pasazhyrskyi - Dnipro Holovny - Zaporizhzhia 1<br><br>038 P: Zaporizhzhia 1 - Dnipro Holovny - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 041 + 042",,"Dnipro – Truskavets","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=149"">View details</a>","041: Dnipro Holovny - Oleksandriia - Vinnytsia - Ternopil - Lviv - Truskavets<br><br>042: Truskavets - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Oleksandriia - Dnipro Holovny","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 043 L + 043 Š",,"Ivano-Frankivsk – Cherkasy","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=178"">View details</a>","043 L: Ivano-Frankivsk - Kalush - Stryj - Lviv - Dubno - Korosten - Kyiv Pasazhyrskyi - Cherkasy<br><br>043 Š: Cherkasy - Kyiv Pasazhyrskyi - Korosten - Dubno - Lviv - Stryj - Kalush - Ivano-Frankivsk","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 049 + 050",,"Kyiv – Truskavets","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=185"">View details</a>","049: Kyiv Pasazhyrskyi - Fastiv - Lviv - Truskavets<br><br>050: Truskavets - Lviv - Fastiv - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 051 + 052 K",,"Kyiv – Przemyśl","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=140"">View details</a>","051: Kyiv Pasazhyrskyi - Lviv - Przemyśl Gł.<br><br>052 K: Przemyśl Gł. - Lviv - Kyiv Pasazhyrskyi","PL, UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 052 P/053 + 052 Š/054",,"Dnipro – Odesa","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=207"">View details</a>","052 P/053: Dnipro Holovny - Oleksandriia - Kropyvnytskyi - Podilsk - Odesa Holovna<br><br>052 Š/054: Odesa Holovna - Podilsk - Kropyvnytskyi - Oleksandriia - Dnipro Holovny","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 055 + 056",,"Kyiv – Rakhiv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=198"">View details</a>","055: Kyiv Pasazhyrskyi - Fastiv - Vinnytsia - Khmelnytskyi - Ternopil - Lviv - Ivano-Frankivsk - Vorokhta - Yasinia - Rakhiv<br><br>056: Rakhiv - Yasinia - Vorokhta - Ivano-Frankivsk - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Fastiv - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 059 K + 060 L",,"Kyiv – Chop","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=190"">View details</a>","059 K: Kyiv Pasazhyrskyi - Fastiv - Vinnytsia - Lviv - Sambir - Uzhhorod - Chop<br><br>060 L: Chop - Uzhhorod - Sambir - Lviv - Vinnytsia - Fastiv - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 063 + 064",,"Kharkiv – Lviv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=161"">View details</a>","063: Kharkiv - Poltava - Kyiv Pasazhyrskyi - Lviv<br><br>064: Lviv - Kyiv Pasazhyrskyi - Lubny - Kharkiv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 065 K + 065 Š",,"Kharkiv – Uman","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=158"">View details</a>","065 K: Kharkiv - Dnipro Holovny - Oleksandriia - Uman<br><br>065 Š: Uman - Oleksandriia - Dnipro Holovny - Kharkiv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 067 + 068",,"Kyiv – Warszawa","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=181"">View details</a>","067: Kyiv Pasazhyrskyi - Kovel - Chelm - Lublin - Warszawa Wschodnia<br><br>068: Warszawa Wschodnia - Lublin - Chelm - Kovel - Kyiv Pasazhyrskyi","PL, UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 073 + 074",,"Kharkiv – Przemyśl","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=141"">View details</a>","073: Kharkiv - Poltava - Myrhorod - Kyiv Pasazhyrskyi - Fastiv - Vinnytsia - Ternopil - Lviv - Przemyśl Gł.<br><br>074: Przemyśl Gł. - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Kyiv Pasazhyrskyi - Myrhorod - Poltava - Kharkiv","PL, UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
